product_id,product_name,launch_datetime,category_id,description_word_count,has_video,screenshot_count,domain_type,pricing_model,featured,total_upvotes,total_comments,total_followers,total_views,success_score,success_tier,launch_date,launch_day,launch_hour,launch_month,launch_year,launch_quarter
181,DesignInsight,2025-01-09 19:32:34,4,94,False,0,.app,Free,False,3,1,0,69,2.0999999999999996,High,2025-01-09,Thursday,19,1,2025,1
182,QuickCloud,2023-11-10 19:32:34,8,41,False,7,other,Freemium,False,3,0,0,67,1.7999999999999998,Medium,2023-11-10,Friday,19,11,2023,4
183,AI,2023-12-21 19:32:34,6,112,False,1,.co,Free,False,2,0,0,45,1.2,Medium,2023-12-21,Thursday,19,12,2023,4
184,Flow,2023-11-11 19:32:34,5,90,False,4,.ai,Paid,False,3,0,0,55,1.7999999999999998,Medium,2023-11-11,Saturday,19,11,2023,4
185,DeployMeta,2023-09-24 19:32:34,4,117,False,8,other,Free Trial,False,3,3,0,58,2.6999999999999997,High,2023-09-24,Sunday,19,9,2023,3
186,QuickBot,2025-02-17 19:32:34,8,130,False,7,other,Free,False,4,0,0,79,2.4,High,2025-02-17,Monday,19,2,2025,1
187,Hub,2024-05-02 19:32:34,1,55,True,1,.com,Free Trial,False,9,2,1,161,6.099999999999999,Viral,2024-05-02,Thursday,19,5,2024,2
188,SmartData,2023-09-10 19:32:34,9,130,False,8,.io,Free,False,5,1,0,94,3.3,High,2023-09-10,Sunday,19,9,2023,3
189,EasyMind,2024-04-08 19:32:34,1,100,True,4,.app,Freemium,False,5,0,1,100,3.1,High,2024-04-08,Monday,19,4,2024,2
190,SparkMeta,2023-07-24 19:32:34,8,140,False,9,.tech,Free,False,4,1,0,78,2.6999999999999997,High,2023-07-24,Monday,19,7,2023,3
191,StreamHub,2023-10-11 19:32:34,4,93,False,5,.com,Free Trial,False,0,1,0,0,0.3,Low,2023-10-11,Wednesday,19,10,2023,4
192,Wave,2023-08-21 19:32:34,9,85,False,2,.co,Paid,False,5,6,0,108,4.8,Viral,2023-08-21,Monday,19,8,2023,3
193,Insight,2024-09-09 19:32:34,11,100,True,2,other,Paid,False,3,0,0,53,1.7999999999999998,Medium,2024-09-09,Monday,19,9,2024,3
194,NeoTech,2023-12-17 19:32:34,5,103,False,9,.co,Free Trial,True,2,0,0,44,1.2,Medium,2023-12-17,Sunday,19,12,2023,4
195,SmartSpark,2025-03-27 19:32:34,3,80,False,7,other,Freemium,False,5,4,0,99,4.2,High,2025-03-27,Thursday,19,3,2025,1
196,HubTech,2023-05-12 19:32:34,9,85,False,10,.io,Open Source,False,11,0,0,234,6.6,Viral,2023-05-12,Friday,19,5,2023,2
197,MegaVision,2025-01-14 19:32:34,11,63,False,9,.io,Paid,False,20,11,0,373,15.3,Viral,2025-01-14,Tuesday,19,1,2025,1
198,Code,2024-05-26 19:32:34,9,86,False,9,.app,Free Trial,False,1,0,0,17,0.6,Low,2024-05-26,Sunday,19,5,2024,2
199,Script,2024-04-18 19:32:34,4,120,False,1,.tech,Freemium,False,1,0,0,22,0.6,Low,2024-04-18,Thursday,19,4,2024,2
200,AutoSync,2024-04-24 19:32:34,11,95,True,10,.app,Free,True,38,40,11,778,35.9,Viral,2024-04-24,Wednesday,19,4,2024,2
201,SimpleCode,2024-04-13 19:32:34,4,130,True,1,.io,Freemium,False,3,0,1,51,1.9,Medium,2024-04-13,Saturday,19,4,2024,2
202,CodeWave,2023-11-13 19:32:34,12,94,False,4,.io,Free,False,3,0,0,54,1.7999999999999998,Medium,2023-11-13,Monday,19,11,2023,4
203,DataStream,2025-03-04 19:32:34,8,57,False,5,.co,Freemium,False,5,0,2,92,3.2,High,2025-03-04,Tuesday,19,3,2025,1
204,Design,2023-12-29 19:32:34,2,117,True,1,.io,Freemium,False,1,1,0,20,0.8999999999999999,Medium,2023-12-29,Friday,19,12,2023,4
205,RapidSpark,2025-02-04 19:32:34,9,79,True,4,.ai,Freemium,False,9,1,0,164,5.699999999999999,Viral,2025-02-04,Tuesday,19,2,2025,1
206,DevDesign,2024-04-23 19:32:34,6,92,True,6,other,Free,False,4,0,0,73,2.4,High,2024-04-23,Tuesday,19,4,2024,2
207,DevFlow,2025-02-11 19:32:34,9,137,False,9,.com,Free,False,12,5,0,232,8.7,Viral,2025-02-11,Tuesday,19,2,2025,1
208,SmartFlow,2023-12-09 19:32:34,8,65,False,9,.io,Freemium,False,3,0,0,59,1.7999999999999998,Medium,2023-12-09,Saturday,19,12,2023,4
209,FlowMind,2024-01-12 19:32:34,7,104,False,7,.app,Open Source,False,3,0,0,55,1.7999999999999998,Medium,2024-01-12,Friday,19,1,2024,1
210,CloudSpark,2023-11-23 19:32:34,1,98,False,6,.tech,Freemium,False,0,0,0,0,0.0,Low,2023-11-23,Thursday,19,11,2023,4
211,DeepData,2023-09-11 19:32:34,12,121,False,7,other,Freemium,False,6,3,0,123,4.5,Viral,2023-09-11,Monday,19,9,2023,3
212,SimpleTech,2024-03-04 19:32:34,3,125,True,8,other,Paid,False,8,4,0,154,6.0,Viral,2024-03-04,Monday,19,3,2024,1
213,EasyPro,2023-09-02 19:32:34,11,107,True,4,.tech,Freemium,False,0,0,0,0,0.0,Low,2023-09-02,Saturday,19,9,2023,3
214,FlowDeploy,2024-07-20 19:32:34,2,89,True,4,.tech,Free,False,1,1,0,20,0.8999999999999999,Medium,2024-07-20,Saturday,19,7,2024,3
215,DeepAI,2023-12-01 19:32:34,5,114,False,10,other,Freemium,False,5,9,0,94,5.699999999999999,Viral,2023-12-01,Friday,19,12,2023,4
216,DesignPixel,2024-05-22 19:32:34,5,140,False,9,.ai,Free,False,5,0,0,84,3.0,High,2024-05-22,Wednesday,19,5,2024,2
217,LogicApp,2024-08-16 19:32:34,5,99,True,3,.app,Open Source,False,8,0,0,160,4.8,Viral,2024-08-16,Friday,19,8,2024,3
218,DeepHub,2023-07-18 19:32:34,4,91,False,8,.ai,Free,True,30,11,0,583,21.3,Viral,2023-07-18,Tuesday,19,7,2023,3
219,DevCode,2024-01-28 19:32:34,5,111,False,4,.io,Freemium,True,0,0,0,0,0.0,Low,2024-01-28,Sunday,19,1,2024,1
220,Pixel,2025-03-27 19:32:34,3,101,False,1,.com,Free,False,2,1,1,36,1.6,Medium,2025-03-27,Thursday,19,3,2025,1
221,BoostMind,2025-03-15 19:32:34,12,59,True,9,.tech,Free,False,9,4,0,181,6.6,Viral,2025-03-15,Saturday,19,3,2025,1
222,FastStream,2023-09-12 19:32:34,1,107,False,7,.app,Paid,False,4,2,0,94,3.0,High,2023-09-12,Tuesday,19,9,2023,3
223,ConnectDeploy,2023-09-27 19:32:34,5,59,False,6,.tech,Free,False,5,0,0,93,3.0,High,2023-09-27,Wednesday,19,9,2023,3
224,DesignMeta,2024-03-20 19:32:34,9,111,True,7,.ai,Free,False,12,12,0,238,10.799999999999999,Viral,2024-03-20,Wednesday,19,3,2024,1
225,PulseFlow,2023-06-20 19:32:34,9,76,False,2,.co,Freemium,False,12,0,1,233,7.299999999999999,Viral,2023-06-20,Tuesday,19,6,2023,2
226,DevDev,2023-06-01 19:32:34,4,101,True,3,.io,Free,False,4,3,0,82,3.3,High,2023-06-01,Thursday,19,6,2023,2
227,Pixel,2023-06-14 19:32:34,3,111,False,4,.com,Free,False,2,0,0,38,1.2,Medium,2023-06-14,Wednesday,19,6,2023,2
228,QuickMeta,2023-12-18 19:32:34,1,173,False,5,.io,Free Trial,False,6,0,0,119,3.5999999999999996,High,2023-12-18,Monday,19,12,2023,4
229,Dev,2023-10-08 19:32:34,2,122,False,0,.co,Paid,False,0,0,0,0,0.0,Low,2023-10-08,Sunday,19,10,2023,4
230,UltraTech,2023-07-18 19:32:34,8,140,False,3,.com,Free Trial,False,4,0,0,79,2.4,High,2023-07-18,Tuesday,19,7,2023,3
231,FastDev,2024-05-08 19:32:34,1,156,False,10,.co,Free Trial,False,3,1,1,60,2.1999999999999997,High,2024-05-08,Wednesday,19,5,2024,2
232,SmartCloud,2024-09-20 19:32:34,8,114,False,9,.io,Paid,False,4,4,0,78,3.5999999999999996,High,2024-09-20,Friday,19,9,2024,3
233,ProCloud,2023-06-06 19:32:34,7,108,False,4,.ai,Free,False,3,1,1,66,2.1999999999999997,High,2023-06-06,Tuesday,19,6,2023,2
234,QuickDesign,2023-11-08 19:32:34,8,67,False,6,other,Paid,False,7,6,0,131,6.0,Viral,2023-11-08,Wednesday,19,11,2023,4
235,FlowStream,2023-11-16 19:32:34,12,96,False,4,.io,Free Trial,True,0,0,0,0,0.0,Low,2023-11-16,Thursday,19,11,2023,4
236,UltraPulse,2024-02-13 19:32:34,6,78,False,0,.io,Paid,False,4,0,0,76,2.4,High,2024-02-13,Tuesday,19,2,2024,1
237,TechLogic,2023-06-29 19:32:34,12,87,False,10,.io,Freemium,False,3,0,0,69,1.7999999999999998,Medium,2023-06-29,Thursday,19,6,2023,2
238,AppSpark,2023-12-01 19:32:34,9,156,False,6,.app,Free,False,2,0,0,45,1.2,Medium,2023-12-01,Friday,19,12,2023,4
239,DevVision,2024-01-30 19:32:34,3,103,False,7,.co,Free Trial,False,4,0,0,84,2.4,High,2024-01-30,Tuesday,19,1,2024,1
240,ConnectMeta,2024-06-08 19:32:34,10,73,False,6,.co,Paid,False,2,2,0,44,1.7999999999999998,Medium,2024-06-08,Saturday,19,6,2024,2
241,Deploy,2023-12-15 19:32:34,4,141,False,10,.tech,Open Source,False,4,0,0,77,2.4,High,2023-12-15,Friday,19,12,2023,4
242,Mind,2024-11-16 19:32:34,6,128,False,3,.co,Free,True,3,0,0,63,1.7999999999999998,Medium,2024-11-16,Saturday,19,11,2024,4
243,Deploy,2024-09-08 19:32:34,8,130,False,7,.tech,Free,False,1,0,0,16,0.6,Low,2024-09-08,Sunday,19,9,2024,3
244,MindStream,2023-06-18 19:32:34,5,39,False,4,.app,Free,False,0,0,0,0,0.0,Low,2023-06-18,Sunday,19,6,2023,2
245,ConnectCloud,2023-06-21 19:32:34,3,158,False,9,.ai,Paid,False,4,0,0,84,2.4,High,2023-06-21,Wednesday,19,6,2023,2
246,Dev,2024-08-11 19:32:34,6,83,False,8,.tech,Free,False,3,2,0,65,2.4,High,2024-08-11,Sunday,19,8,2024,3
247,UltraCode,2023-09-29 19:32:34,4,123,False,9,.io,Free,False,6,0,0,111,3.5999999999999996,High,2023-09-29,Friday,19,9,2023,3
248,App,2023-05-14 19:32:34,9,175,False,4,.ai,Open Source,False,1,1,0,15,0.8999999999999999,Medium,2023-05-14,Sunday,19,5,2023,2
249,Meta,2024-10-31 19:32:34,3,164,False,0,other,Free,False,7,0,0,137,4.2,High,2024-10-31,Thursday,19,10,2024,4
250,Data,2024-06-27 19:32:34,4,70,False,8,.app,Free Trial,False,2,0,0,38,1.2,Medium,2024-06-27,Thursday,19,6,2024,2
251,SyncApp,2024-06-20 19:32:34,7,56,False,4,.co,Freemium,False,7,0,0,142,4.2,High,2024-06-20,Thursday,19,6,2024,2
252,VisionAI,2023-06-08 19:32:34,7,142,True,5,.tech,Free Trial,False,7,0,0,143,4.2,High,2023-06-08,Thursday,19,6,2023,2
253,Code,2023-12-16 19:32:34,12,104,True,3,.io,Freemium,True,4,0,0,69,2.4,High,2023-12-16,Saturday,19,12,2023,4
254,FlowFlow,2023-08-29 19:32:34,12,84,True,5,.com,Free Trial,False,5,2,0,94,3.6,High,2023-08-29,Tuesday,19,8,2023,3
255,VisionSync,2023-12-07 19:32:34,4,118,False,7,other,Free Trial,False,0,0,0,0,0.0,Low,2023-12-07,Thursday,19,12,2023,4
256,NextMeta,2024-09-06 19:32:34,6,95,True,2,.com,Free,False,0,0,0,0,0.0,Low,2024-09-06,Friday,19,9,2024,3
257,Quick,2024-05-08 19:32:34,12,121,True,4,.ai,Free,False,4,1,0,82,2.6999999999999997,High,2024-05-08,Wednesday,19,5,2024,2
258,SuperScript,2025-04-06 19:32:34,3,102,False,1,.co,Free,False,1,0,0,16,0.6,Low,2025-04-06,Sunday,19,4,2025,2
259,NeoApp,2023-12-10 19:32:34,6,121,False,1,.com,Paid,False,0,0,0,0,0.0,Low,2023-12-10,Sunday,19,12,2023,4
260,QuickDev,2024-03-03 19:32:34,12,73,False,6,.ai,Free Trial,False,0,0,0,0,0.0,Low,2024-03-03,Sunday,19,3,2024,1
261,EasySpark,2024-12-15 19:32:34,2,142,False,9,.app,Freemium,False,2,0,0,39,1.2,Medium,2024-12-15,Sunday,19,12,2024,4
262,Wave,2024-01-19 19:32:34,8,120,True,9,.ai,Freemium,False,4,4,0,80,3.5999999999999996,High,2024-01-19,Friday,19,1,2024,1
263,PulseMeta,2023-12-31 19:32:34,2,119,False,10,other,Free,False,3,2,0,54,2.4,High,2023-12-31,Sunday,19,12,2023,4
264,SimpleStream,2024-04-01 19:32:34,11,66,False,9,.ai,Free Trial,True,6,2,0,116,4.199999999999999,High,2024-04-01,Monday,19,4,2024,2
265,Sync,2023-05-19 19:32:34,7,150,False,5,other,Open Source,False,0,0,0,0,0.0,Low,2023-05-19,Friday,19,5,2023,2
266,BoostPulse,2023-06-11 19:32:34,9,99,False,3,.ai,Free,False,0,0,0,0,0.0,Low,2023-06-11,Sunday,19,6,2023,2
267,EasyScript,2024-04-17 19:32:34,1,121,False,4,.io,Freemium,False,3,2,0,52,2.4,High,2024-04-17,Wednesday,19,4,2024,2
268,SmartCloud,2023-09-01 19:32:34,8,90,False,0,.ai,Free,True,1,0,0,22,0.6,Low,2023-09-01,Friday,19,9,2023,3
269,StreamConnect,2024-01-17 19:32:34,7,107,False,6,.tech,Freemium,False,6,0,0,119,3.5999999999999996,High,2024-01-17,Wednesday,19,1,2024,1
270,ProPixel,2023-08-03 19:32:34,6,108,True,7,.ai,Freemium,False,9,4,0,163,6.6,Viral,2023-08-03,Thursday,19,8,2023,3
271,Smart,2024-05-15 19:32:34,6,30,True,8,.io,Free,False,5,2,0,105,3.6,High,2024-05-15,Wednesday,19,5,2024,2
272,Flow,2025-02-09 19:32:34,6,117,True,7,.io,Freemium,False,2,0,0,45,1.2,Medium,2025-02-09,Sunday,19,2,2025,1
273,Script,2024-12-15 19:32:34,9,158,True,4,.app,Freemium,False,0,0,0,0,0.0,Low,2024-12-15,Sunday,19,12,2024,4
274,Vision,2024-11-06 19:32:34,2,116,False,2,other,Freemium,False,5,0,2,103,3.2,High,2024-11-06,Wednesday,19,11,2024,4
275,SmartPixel,2025-01-22 19:32:34,1,71,True,9,.co,Freemium,False,2,0,0,47,1.2,Medium,2025-01-22,Wednesday,19,1,2025,1
276,ProPro,2024-09-11 19:32:34,12,119,False,10,.com,Free,False,1,0,0,17,0.6,Low,2024-09-11,Wednesday,19,9,2024,3
277,UltraBot,2024-05-01 19:32:34,6,131,True,8,.com,Paid,False,5,2,0,94,3.6,High,2024-05-01,Wednesday,19,5,2024,2
278,MegaPulse,2024-08-19 19:32:34,10,115,True,5,.ai,Paid,False,5,0,0,106,3.0,High,2024-08-19,Monday,19,8,2024,3
279,NextWave,2024-02-17 19:32:34,11,97,False,4,.app,Freemium,False,0,0,0,0,0.0,Low,2024-02-17,Saturday,19,2,2024,1
280,SmartConnect,2024-09-30 19:32:34,8,92,True,2,.ai,Free,False,12,0,2,251,7.3999999999999995,Viral,2024-09-30,Monday,19,9,2024,3
281,Hub,2023-04-26 19:32:34,3,92,False,5,.com,Paid,False,11,0,0,234,6.6,Viral,2023-04-26,Wednesday,19,4,2023,2
282,QuickMeta,2024-08-24 19:32:34,12,120,False,2,other,Open Source,False,1,0,0,16,0.6,Low,2024-08-24,Saturday,19,8,2024,3
283,DevSmart,2023-05-11 19:32:34,10,57,True,9,other,Free,False,10,0,0,218,6.0,Viral,2023-05-11,Thursday,19,5,2023,2
284,InsightMind,2024-04-08 19:32:34,1,88,True,5,other,Freemium,False,3,1,0,65,2.0999999999999996,High,2024-04-08,Monday,19,4,2024,2
285,SimpleSpark,2023-12-27 19:32:34,9,147,False,3,.io,Free,False,0,0,0,0,0.0,Low,2023-12-27,Wednesday,19,12,2023,4
286,InsightFlow,2024-10-06 19:32:34,1,149,True,1,.co,Freemium,False,6,2,0,119,4.199999999999999,High,2024-10-06,Sunday,19,10,2024,4
287,ProQuick,2024-07-16 19:32:34,3,55,True,7,.app,Free,False,19,0,0,409,11.4,Viral,2024-07-16,Tuesday,19,7,2024,3
288,SuperDesign,2024-07-14 19:32:34,8,66,True,3,.io,Freemium,False,4,3,0,85,3.3,High,2024-07-14,Sunday,19,7,2024,3
289,MetaSync,2025-02-06 19:32:34,3,91,True,8,.co,Paid,False,4,0,0,79,2.4,High,2025-02-06,Thursday,19,2,2025,1
290,FastFlow,2023-10-01 19:32:34,4,126,False,6,.app,Freemium,True,4,1,0,78,2.6999999999999997,High,2023-10-01,Sunday,19,10,2023,4
291,QuickCloud,2024-10-09 19:32:34,8,45,False,1,.app,Freemium,False,3,0,0,49,1.7999999999999998,Medium,2024-10-09,Wednesday,19,10,2024,4
292,ProMeta,2025-03-17 19:32:34,1,98,False,3,.com,Freemium,True,4,3,0,73,3.3,High,2025-03-17,Monday,19,3,2025,1
293,Stream,2024-10-28 19:32:34,6,85,True,4,.io,Freemium,False,8,0,2,143,5.0,Viral,2024-10-28,Monday,19,10,2024,4
294,ScriptSmart,2023-09-07 19:32:34,1,139,True,2,.app,Free,False,0,0,0,0,0.0,Low,2023-09-07,Thursday,19,9,2023,3
295,PixelInsight,2023-05-03 19:32:34,1,49,False,8,.tech,Free,False,7,2,0,154,4.8,Viral,2023-05-03,Wednesday,19,5,2023,2
296,ProSmart,2023-11-06 19:32:34,8,102,False,4,other,Free Trial,False,2,3,0,34,2.0999999999999996,High,2023-11-06,Monday,19,11,2023,4
297,SmartVision,2024-11-15 19:32:34,11,88,False,1,.app,Free,True,0,0,0,0,0.0,Low,2024-11-15,Friday,19,11,2024,4
298,DeployPro,2023-10-13 19:32:34,4,144,False,10,.co,Paid,False,0,0,0,0,0.0,Low,2023-10-13,Friday,19,10,2023,4
299,EasyPulse,2023-10-20 19:32:34,12,117,False,2,.com,Free Trial,False,0,0,0,0,0.0,Low,2023-10-20,Friday,19,10,2023,4
300,BotPro,2023-11-21 19:32:34,1,82,False,8,.ai,Free,False,0,0,0,0,0.0,Low,2023-11-21,Tuesday,19,11,2023,4
301,DevMind,2024-07-01 19:32:34,10,125,False,6,other,Freemium,False,4,0,0,68,2.4,High,2024-07-01,Monday,19,7,2024,3
302,DevPixel,2024-09-10 19:32:34,7,88,False,1,.com,Freemium,False,12,9,4,219,10.299999999999999,Viral,2024-09-10,Tuesday,19,9,2024,3
303,EasyDesign,2023-07-14 19:32:34,5,129,False,8,.ai,Free Trial,False,1,0,0,18,0.6,Low,2023-07-14,Friday,19,7,2023,3
304,DeepMind,2025-01-16 19:32:34,5,92,True,3,.io,Free Trial,False,3,0,0,65,1.7999999999999998,Medium,2025-01-16,Thursday,19,1,2025,1
305,DevPro,2023-06-28 19:32:34,1,131,False,8,.io,Paid,True,12,0,3,231,7.499999999999999,Viral,2023-06-28,Wednesday,19,6,2023,2
306,Code,2024-11-09 19:32:34,10,113,False,1,.app,Free,False,1,0,0,24,0.6,Low,2024-11-09,Saturday,19,11,2024,4
307,ProPro,2024-01-02 19:32:34,11,197,False,9,.tech,Paid,False,2,2,1,34,1.9,Medium,2024-01-02,Tuesday,19,1,2024,1
308,DevDesign,2024-01-04 19:32:34,6,98,False,3,.io,Freemium,False,0,0,0,0,0.0,Low,2024-01-04,Thursday,19,1,2024,1
309,UltraMind,2025-02-27 19:32:34,9,111,False,4,.app,Freemium,False,7,7,0,131,6.300000000000001,Viral,2025-02-27,Thursday,19,2,2025,1
310,PulseBot,2023-12-05 19:32:34,9,85,True,1,other,Free,False,6,0,0,125,3.5999999999999996,High,2023-12-05,Tuesday,19,12,2023,4
311,SmartFlow,2024-11-14 19:32:34,8,100,False,9,.com,Free,False,6,9,0,122,6.299999999999999,Viral,2024-11-14,Thursday,19,11,2024,4
312,VisionFlow,2023-07-15 19:32:34,5,30,False,0,.io,Paid,True,2,0,0,41,1.2,Medium,2023-07-15,Saturday,19,7,2023,3
313,AIBot,2023-04-27 19:32:34,1,113,False,6,.com,Freemium,False,2,0,0,33,1.2,Medium,2023-04-27,Thursday,19,4,2023,2
314,Pixel,2024-05-25 19:32:34,9,140,False,9,.com,Freemium,False,4,0,1,76,2.5,High,2024-05-25,Saturday,19,5,2024,2
315,Stream,2023-04-28 19:32:34,1,111,False,0,.tech,Freemium,False,1,1,0,22,0.8999999999999999,Medium,2023-04-28,Friday,19,4,2023,2
316,SuperAI,2024-08-10 19:32:34,8,60,False,10,.io,Free Trial,False,1,3,0,23,1.5,Medium,2024-08-10,Saturday,19,8,2024,3
317,HyperCode,2025-02-05 19:32:34,5,75,False,10,.com,Paid,False,2,0,0,39,1.2,Medium,2025-02-05,Wednesday,19,2,2025,1
318,DeploySmart,2023-05-08 19:32:34,3,30,False,7,.tech,Free,False,3,0,0,55,1.7999999999999998,Medium,2023-05-08,Monday,19,5,2023,2
319,AppDev,2023-05-05 19:32:34,11,129,False,2,.tech,Free,False,3,0,0,61,1.7999999999999998,Medium,2023-05-05,Friday,19,5,2023,2
320,BotDesign,2025-04-13 19:32:34,7,69,False,9,.io,Free,True,9,4,5,167,7.1,Viral,2025-04-13,Sunday,19,4,2025,2
321,AutoMeta,2024-06-18 19:32:34,7,99,True,5,.tech,Free Trial,False,5,0,2,106,3.2,High,2024-06-18,Tuesday,19,6,2024,2
322,SimpleDev,2023-08-02 19:32:34,9,95,False,6,.io,Freemium,False,6,6,1,131,5.499999999999999,Viral,2023-08-02,Wednesday,19,8,2023,3
323,HyperQuick,2024-05-15 19:32:34,7,144,True,9,.io,Freemium,False,0,0,0,0,0.0,Low,2024-05-15,Wednesday,19,5,2024,2
324,QuickMind,2024-02-12 19:32:34,11,102,False,0,.ai,Freemium,False,1,0,0,22,0.6,Low,2024-02-12,Monday,19,2,2024,1
325,Bot,2025-02-18 19:32:34,3,124,False,5,.com,Freemium,False,2,1,0,38,1.5,Medium,2025-02-18,Tuesday,19,2,2025,1
326,DevHub,2023-06-24 19:32:34,11,116,False,6,.co,Free Trial,False,0,0,0,0,0.0,Low,2023-06-24,Saturday,19,6,2023,2
327,DevSmart,2023-11-19 19:32:34,1,140,False,5,.io,Freemium,False,4,0,0,81,2.4,High,2023-11-19,Sunday,19,11,2023,4
328,BoostPro,2023-07-04 19:32:34,8,92,True,3,.com,Free,False,1,2,0,15,1.2,Medium,2023-07-04,Tuesday,19,7,2023,3
329,BoostTech,2024-04-03 19:32:34,12,156,True,0,other,Free,False,6,0,0,104,3.5999999999999996,High,2024-04-03,Wednesday,19,4,2024,2
330,MetaDesign,2024-12-31 19:32:34,3,40,False,10,.tech,Freemium,False,9,0,0,184,5.3999999999999995,Viral,2024-12-31,Tuesday,19,12,2024,4
331,FlowApp,2024-03-27 19:32:34,12,125,False,8,.app,Free Trial,False,3,0,0,54,1.7999999999999998,Medium,2024-03-27,Wednesday,19,3,2024,1
332,DeepDesign,2024-11-16 19:32:34,8,74,False,3,.io,Freemium,False,2,0,0,39,1.2,Medium,2024-11-16,Saturday,19,11,2024,4
333,PulseInsight,2023-07-03 19:32:34,8,85,True,6,.tech,Free Trial,False,6,5,2,129,5.3,Viral,2023-07-03,Monday,19,7,2023,3
334,WaveHub,2023-08-05 19:32:34,5,117,True,6,.tech,Paid,False,6,5,0,110,5.1,Viral,2023-08-05,Saturday,19,8,2023,3
335,InsightCloud,2024-12-15 19:32:34,12,116,True,1,.tech,Free,False,7,0,0,147,4.2,High,2024-12-15,Sunday,19,12,2024,4
336,TechDesign,2023-06-21 19:32:34,1,118,True,0,.tech,Free,False,1,2,0,15,1.2,Medium,2023-06-21,Wednesday,19,6,2023,2
337,Flow,2024-09-25 19:32:34,10,58,False,7,.tech,Free,False,6,2,0,98,4.199999999999999,High,2024-09-25,Wednesday,19,9,2024,3
338,EasyWave,2024-09-03 19:32:34,7,143,False,7,.io,Paid,False,21,6,2,415,14.599999999999998,Viral,2024-09-03,Tuesday,19,9,2024,3
339,AutoPulse,2025-02-07 19:32:34,12,72,False,6,other,Free,False,3,0,0,59,1.7999999999999998,Medium,2025-02-07,Friday,19,2,2025,1
340,StreamConnect,2025-01-20 19:32:34,10,76,False,7,.co,Freemium,False,2,0,0,35,1.2,Medium,2025-01-20,Monday,19,1,2025,1
341,NeoDesign,2023-11-18 19:32:34,5,119,True,2,.ai,Freemium,False,0,0,0,0,0.0,Low,2023-11-18,Saturday,19,11,2023,4
342,MegaWave,2024-06-24 19:32:34,8,91,False,10,.tech,Paid,False,10,9,5,204,9.2,Viral,2024-06-24,Monday,19,6,2024,2
343,AIConnect,2024-01-08 19:32:34,9,109,True,1,.tech,Free,False,3,0,0,55,1.7999999999999998,Medium,2024-01-08,Monday,19,1,2024,1
344,FastPulse,2025-02-02 19:32:34,11,35,True,6,.ai,Freemium,False,2,0,0,41,1.2,Medium,2025-02-02,Sunday,19,2,2025,1
345,CloudSync,2024-07-12 19:32:34,7,108,False,7,other,Freemium,False,1,0,0,17,0.6,Low,2024-07-12,Friday,19,7,2024,3
346,SmartStream,2024-08-25 19:32:34,7,106,True,0,other,Freemium,False,1,0,0,23,0.6,Low,2024-08-25,Sunday,19,8,2024,3
347,QuickSync,2023-08-16 19:32:34,1,84,True,9,.io,Free Trial,False,11,3,0,199,7.5,Viral,2023-08-16,Wednesday,19,8,2023,3
348,DesignWave,2023-08-15 19:32:34,4,37,False,8,.com,Free,False,11,7,0,240,8.7,Viral,2023-08-15,Tuesday,19,8,2023,3
349,BotCloud,2024-12-04 19:32:34,2,93,False,10,.app,Free Trial,False,3,0,0,58,1.7999999999999998,Medium,2024-12-04,Wednesday,19,12,2024,4
350,DevHub,2024-04-15 19:32:34,2,98,False,3,.app,Paid,False,2,0,0,43,1.2,Medium,2024-04-15,Monday,19,4,2024,2
351,EasyPro,2024-12-14 19:32:34,2,88,True,3,.com,Freemium,False,0,0,0,0,0.0,Low,2024-12-14,Saturday,19,12,2024,4
352,Sync,2023-10-06 19:32:34,4,44,True,2,.io,Paid,False,0,1,0,0,0.3,Low,2023-10-06,Friday,19,10,2023,4
353,AutoPulse,2023-06-14 19:32:34,1,147,False,5,.app,Freemium,False,3,0,0,55,1.7999999999999998,Medium,2023-06-14,Wednesday,19,6,2023,2
354,AppDev,2024-02-17 19:32:34,4,80,True,0,other,Free,False,0,0,0,0,0.0,Low,2024-02-17,Saturday,19,2,2024,1
355,QuickSpark,2024-12-31 19:32:34,2,93,False,5,.ai,Paid,False,7,1,2,138,4.7,Viral,2024-12-31,Tuesday,19,12,2024,4
356,AutoAI,2025-01-21 19:32:34,5,30,True,1,.com,Freemium,False,8,0,2,169,5.0,Viral,2025-01-21,Tuesday,19,1,2025,1
357,FlowDeploy,2024-05-10 19:32:34,3,147,False,8,other,Freemium,False,3,0,0,60,1.7999999999999998,Medium,2024-05-10,Friday,19,5,2024,2
358,ProPulse,2024-05-15 19:32:34,12,86,True,1,.co,Freemium,True,30,19,0,632,23.7,Viral,2024-05-15,Wednesday,19,5,2024,2
359,Pulse,2024-04-30 19:32:34,8,102,False,6,.io,Free Trial,False,14,6,0,244,10.2,Viral,2024-04-30,Tuesday,19,4,2024,2
360,UltraPixel,2023-07-02 19:32:34,4,133,False,0,.com,Freemium,False,2,2,0,37,1.7999999999999998,Medium,2023-07-02,Sunday,19,7,2023,3
361,SparkSpark,2025-01-30 19:32:34,1,79,False,6,.app,Free,True,8,9,0,162,7.5,Viral,2025-01-30,Thursday,19,1,2025,1
362,UltraSpark,2024-05-16 19:32:34,1,128,True,4,.io,Freemium,True,7,0,0,132,4.2,High,2024-05-16,Thursday,19,5,2024,2
